Spalte 2,Spalte 5
"+2,78%","206,5 B CHF"
"−0,37%","193,19 B CHF"
"−1,55%","119,24 B CHF"
"−0,95%","111,52 B CHF"
"−0,06%","101,48 B CHF"
"+1,00%","85,31 B CHF"
"+0,38%","42,1 B CHF"
"+0,37%","36,59 B CHF"
"−0,88%","35,36 B CHF"
"+2,64%","31,75 B CHF"
"+0,86%","29,99 B CHF"
"+1,00%","28,66 B CHF"
"+0,39%","26,68 B CHF"
"+0,11%","26,39 B CHF"
"−0,21%","26,27 B CHF"
"+2,59%","20,66 B CHF"
"+0,55%","19,51 B CHF"
"−1,38%","11,22 B CHF"
